Plate,SampleID,watershedCode,Location,Metacode,Species,Group,SiteID,Watershed_basin,Sampling_Year,Starting_Material
alignWWH4_PL12,3103-835,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH4_PL12,3103-836,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH4_PL12,3103-837,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH4_PL12,3103-838,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH4_PL12,3103-839,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH4_PL12,3103-840,LWHC,LWHC,LWHC_LWHC,Lahontan Cutthroat,LCT,WWH,Little Whitehorse Creek,2020,fin clips
alignWWH4_PL12,3103-841,LWHC,LWHC,LWHC_LWHC,Lahontan Cutthroat,LCT,WWH,Little Whitehorse Creek,2020,fin clips
alignWWH4_PL12,3103-842,LWHC,LWHC,LWHC_LWHC,Lahontan Cutthroat,LCT,WWH,Little Whitehorse Creek,2020,fin clips
alignWWH4_PL12,3103-843,LWHC,LWHC,LWHC_LWHC,Lahontan Cutthroat,LCT,WWH,Little Whitehorse Creek,2020,fin clips
alignWWH4_PL12,3103-844,LWHC,LWHC,LWHC_LWHC,Lahontan Cutthroat,LCT,WWH,Little Whitehorse Creek,2020,fin clips
alignWWH4_PL12,3103-845,LWHC,LWHC,LWHC_LWHC,Lahontan Cutthroat,LCT,WWH,Little Whitehorse Creek,2020,fin clips
alignWWH4_PL12,3103-846,LWHC,LWHC,LWHC_LWHC,Lahontan Cutthroat,LCT,WWH,Little Whitehorse Creek,2020,fin clips
alignWWH4_PL12,3103-847,LWHC,LWHC,LWHC_LWHC,Lahontan Cutthroat,LCT,WWH,Little Whitehorse Creek,2020,fin clips
alignWWH4_PL12,3103-848,LWHC,LWHC,LWHC_LWHC,Lahontan Cutthroat,LCT,WWH,Little Whitehorse Creek,2020,fin clips
alignWWH4_PL12,3103-849,LWHC,LWHC,LWHC_LWHC,Lahontan Cutthroat,LCT,WWH,Little Whitehorse Creek,2020,fin clips
alignWWH4_PL12,3103-850,LWHC,LWHC,LWHC_LWHC,Lahontan Cutthroat,LCT,WWH,Little Whitehorse Creek,2020,fin clips
alignWWH4_PL12,3103-851,LWHC,LWHC,LWHC_LWHC,Lahontan Cutthroat,LCT,WWH,Little Whitehorse Creek,2020,fin clips
alignWWH4_PL12,3103-852,LWHC,LWHC,LWHC_LWHC,Lahontan Cutthroat,LCT,WWH,Little Whitehorse Creek,2020,fin clips
alignWWH4_PL12,3103-853,LWHC,LWHC,LWHC_LWHC,Lahontan Cutthroat,LCT,WWH,Little Whitehorse Creek,2020,fin clips
alignWWH4_PL12,3103-854,LWHC,LWHC,LWHC_LWHC,Lahontan Cutthroat,LCT,WWH,Little Whitehorse Creek,2020,fin clips
alignWWH4_PL12,3103-855,LWHC,LWHC,LWHC_LWHC,Lahontan Cutthroat,LCT,WWH,Little Whitehorse Creek,2020,fin clips
alignWWH4_PL12,3103-856,LWHC,LWHC,LWHC_LWHC,Lahontan Cutthroat,LCT,WWH,Little Whitehorse Creek,2020,fin clips
alignWWH4_PL12,3103-857,LWHC,LWHC,LWHC_LWHC,Lahontan Cutthroat,LCT,WWH,Little Whitehorse Creek,2020,fin clips
alignWWH4_PL12,3103-858,LWHC,LWHC,LWHC_LWHC,Lahontan Cutthroat,LCT,WWH,Little Whitehorse Creek,2020,fin clips
alignWWH4_PL12,3103-859,LWHC,LWHC,LWHC_LWHC,Lahontan Cutthroat,LCT,WWH,Little Whitehorse Creek,2020,fin clips
alignWWH4_PL12,3103-860,LWHC,LWHC,LWHC_LWHC,Lahontan Cutthroat,LCT,WWH,Little Whitehorse Creek,2020,fin clips
alignWWH4_PL12,3103-861,LWHC,LWHC,LWHC_LWHC,Lahontan Cutthroat,LCT,WWH,Little Whitehorse Creek,2020,fin clips
alignWWH4_PL12,3103-862,LWHC,LWHC,LWHC_LWHC,Lahontan Cutthroat,LCT,WWH,Little Whitehorse Creek,2020,fin clips
alignWWH4_PL12,3103-863,LWHC,LWHC,LWHC_LWHC,Lahontan Cutthroat,LCT,WWH,Little Whitehorse Creek,2020,fin clips
alignWWH4_PL12,3103-865,CC,CC,CC_CC,Lahontan Cutthroat,LCT,WWH,Cottonwood Creek,2020,fin clips
alignWWH4_PL12,3103-866,CC,CC,CC_CC,Lahontan Cutthroat,LCT,WWH,Cottonwood Creek,2020,fin clips
alignWWH4_PL12,3103-867,CC,CC,CC_CC,Lahontan Cutthroat,LCT,WWH,Cottonwood Creek,2020,fin clips
alignWWH4_PL12,3103-868,CC,CC,CC_CC,Lahontan Cutthroat,LCT,WWH,Cottonwood Creek,2020,fin clips
alignWWH4_PL12,3103-869,CC,CC,CC_CC,Lahontan Cutthroat,LCT,WWH,Cottonwood Creek,2020,fin clips
alignWWH5_PL13,3103-705,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-706,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-707,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-708,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-709,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-710,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-713,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-714,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-715,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-716,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-717,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-718,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-721,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-722,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-723,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-724,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-725,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-726,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-727,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-728,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-729,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-730,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-731,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-732,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-733,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-734,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-735,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-736,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-737,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-738,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-739,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-740,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-741,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-742,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-743,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-744,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-745,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-746,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-747,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-748,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-749,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-750,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-751,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-752,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-753,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-754,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-755,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-756,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-757,WC,WC,WHH_WC,Lahontan Cutthroat,LCT,WWH,Willow Creek,2020,fin clips
alignWWH5_PL13,3103-913,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-914,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-915,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-916,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-917,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-918,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-919,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-920,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-921,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-922,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-923,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-924,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-925,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-926,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-927,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-929,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-930,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-931,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-932,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-933,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-934,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-935,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-936,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-937,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-938,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-939,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-940,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-941,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-942,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-943,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-944,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-945,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-946,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-947,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-948,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-949,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-950,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-951,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-952,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-953,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-954,LWHC,LWHC,LWHC_LWHC,Lahontan Cutthroat,LCT,WWH,Little Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-955,LWHC,LWHC,LWHC_LWHC,Lahontan Cutthroat,LCT,WWH,Little Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-956,LWHC,LWHC,LWHC_LWHC,Lahontan Cutthroat,LCT,WWH,Little Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-957,LWHC,LWHC,LWHC_LWHC,Lahontan Cutthroat,LCT,WWH,Little Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-958,LWHC,LWHC,LWHC_LWHC,Lahontan Cutthroat,LCT,WWH,Little Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-959,LWHC,LWHC,LWHC_LWHC,Lahontan Cutthroat,LCT,WWH,Little Whitehorse Creek,2020,fin clips
alignWWH5_PL13,3103-960,LWHC,LWHC,LWHC_LWHC,Lahontan Cutthroat,LCT,WWH,Little Whitehorse Creek,2020,fin clips
alignWWH6_PL14,3103-870,CC,CC,CC_CC,Lahontan Cutthroat,LCT,WWH,Cottonwood Creek,2020,fin clips
alignWWH6_PL14,3103-871,CC,CC,CC_CC,Lahontan Cutthroat,LCT,WWH,Cottonwood Creek,2020,fin clips
alignWWH6_PL14,3103-872,CC,CC,CC_CC,Lahontan Cutthroat,LCT,WWH,Cottonwood Creek,2020,fin clips
alignWWH6_PL14,3103-873,CC,CC,CC_CC,Lahontan Cutthroat,LCT,WWH,Cottonwood Creek,2020,fin clips
alignWWH6_PL14,3103-874,CC,CC,CC_CC,Lahontan Cutthroat,LCT,WWH,Cottonwood Creek,2020,fin clips
alignWWH6_PL14,3103-875,CC,CC,CC_CC,Lahontan Cutthroat,LCT,WWH,Cottonwood Creek,2020,fin clips
alignWWH6_PL14,3103-876,CC,CC,CC_CC,Lahontan Cutthroat,LCT,WWH,Cottonwood Creek,2020,fin clips
alignWWH6_PL14,3103-877,CC,CC,CC_CC,Lahontan Cutthroat,LCT,WWH,Cottonwood Creek,2020,fin clips
alignWWH6_PL14,3103-878,CC,CC,CC_CC,Lahontan Cutthroat,LCT,WWH,Cottonwood Creek,2020,fin clips
alignWWH6_PL14,3103-879,CC,CC,CC_CC,Lahontan Cutthroat,LCT,WWH,Cottonwood Creek,2020,fin clips
alignWWH6_PL14,3103-880,CC,CC,CC_CC,Lahontan Cutthroat,LCT,WWH,Cottonwood Creek,2020,fin clips
alignWWH6_PL14,3103-881,CC,CC,CC_CC,Lahontan Cutthroat,LCT,WWH,Cottonwood Creek,2020,fin clips
alignWWH6_PL14,3103-882,CC,CC,CC_CC,Lahontan Cutthroat,LCT,WWH,Cottonwood Creek,2020,fin clips
alignWWH6_PL14,3103-883,CC,CC,CC_CC,Lahontan Cutthroat,LCT,WWH,Cottonwood Creek,2020,fin clips
alignWWH6_PL14,3103-884,CC,CC,CC_CC,Lahontan Cutthroat,LCT,WWH,Cottonwood Creek,2020,fin clips
alignWWH6_PL14,3103-885,CC,CC,CC_CC,Lahontan Cutthroat,LCT,WWH,Cottonwood Creek,2020,fin clips
alignWWH6_PL14,3103-886,CC,CC,CC_CC,Lahontan Cutthroat,LCT,WWH,Cottonwood Creek,2020,fin clips
alignWWH6_PL14,3103-887,CC,CC,CC_CC,Lahontan Cutthroat,LCT,WWH,Cottonwood Creek,2020,fin clips
alignWWH6_PL14,3103-888,CC,CC,CC_CC,Lahontan Cutthroat,LCT,WWH,Cottonwood Creek,2020,fin clips
alignWWH6_PL14,3103-889,CC,CC,CC_CC,Lahontan Cutthroat,LCT,WWH,Cottonwood Creek,2020,fin clips
alignWWH6_PL14,3103-890,CC,CC,CC_CC,Lahontan Cutthroat,LCT,WWH,Cottonwood Creek,2020,fin clips
alignWWH6_PL14,3103-961,LWHC,LWHC,LWHC_LWHC,Lahontan Cutthroat,LCT,WWH,Little Whitehorse Creek,2020,fin clips
alignWWH6_PL14,3103-962,LWHC,LWHC,LWHC_LWHC,Lahontan Cutthroat,LCT,WWH,Little Whitehorse Creek,2020,fin clips
alignWWH6_PL14,3103-963,LWHC,LWHC,LWHC_LWHC,Lahontan Cutthroat,LCT,WWH,Little Whitehorse Creek,2020,fin clips
alignWWH6_PL14,3103-964,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH6_PL14,3103-965,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH6_PL14,3103-966,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH6_PL14,3103-967,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH6_PL14,3103-968,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH6_PL14,3103-969,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH6_PL14,3103-970,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH6_PL14,3103-971,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH6_PL14,3103-972,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH6_PL14,3103-973,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH6_PL14,3103-974,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH6_PL14,3103-975,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH6_PL14,3103-976,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH6_PL14,3103-977,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH6_PL14,3103-978,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH6_PL14,3103-979,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH6_PL14,3103-980,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH6_PL14,3103-981,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH6_PL14,3103-982,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH6_PL14,3103-983,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH6_PL14,3103-984,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH6_PL14,3103-985,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH6_PL14,3103-986,WHC,WHC,WHC_WHC,Lahontan Cutthroat,LCT,WWH,Whitehorse Creek,2020,fin clips
alignWWH6_PL14,3103-987,LWHC,LWHC,LWHC_LWHC,Lahontan Cutthroat,LCT,WWH,Little Whitehorse Creek,2020,fin clips